"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.0_review","Input.1_review","Input.2_review","Input.3_review","Input.4_review","Input.5_review","Input.6_review","Input.7_review","Input.8_review","Input.9_review","Answer.0_computer.on","Answer.0_human.on","Answer.0_notsure.on","Answer.1_computer.on","Answer.1_human.on","Answer.1_notsure.on","Answer.2_computer.on","Answer.2_human.on","Answer.2_notsure.on","Answer.3_computer.on","Answer.3_human.on","Answer.3_notsure.on","Answer.4_computer.on","Answer.4_human.on","Answer.4_notsure.on","Answer.5_computer.on","Answer.5_human.on","Answer.5_notsure.on","Answer.6_computer.on","Answer.6_human.on","Answer.6_notsure.on","Answer.7_computer.on","Answer.7_human.on","Answer.7_notsure.on","Answer.8_computer.on","Answer.8_human.on","Answer.8_notsure.on","Answer.9_computer.on","Answer.9_human.on","Answer.9_notsure.on","Approve","Reject"
"38XPGNCKHTTIT5214UUPHVMSHJFV45","3OR5EJIUG3K33NSWARLSMXOF7QA9UC","Classify 10 sentences as human-written or computer-generated","Some of the wine descriptions below were written by humans and others were generated by a computer. Identify each sentence as human or computer generated. If you are not sure for a particular sentence, select I am not sure.","classification,nlp,text,sentences","$0.02","Tue Apr 30 13:16:48 PDT 2019","5","BatchId:3626423;OriginalHitTemplateId:928390912;","3600","172800","Wed May 01 13:16:48 PDT 2019","","","3180JW2OT55TKD41RC4I8JD1582J5B","A191V8LNTTLHSA","Submitted","Wed May 01 00:01:38 PDT 2019","Wed May 01 00:01:58 PDT 2019","Fri May 03 00:01:58 PDT 2019","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","Light almost to the point of inconsequence, this floral, citrusy Riesling is off dry in style, with modest apple and citrus flavors. Drink now.","Aromas of honeysuckle and a whiff of passion fruit lead the way. The round, simple palate offers yellow peach, tangerine and a note of bitter almond alongside fresh acidity.","This wine leads with vanilla over characteristic varietal notes. The palate is spritzy, while modest flavors of nectarine and citrus finish light.","Fragrant floral and fruit tones characterize this luminous Chardonnay from northern Italy and give the wine a cheerful aromatic lift and a sense of liveliness. This is a well-made, simple but crisp wine with a nice feeling of density and creaminess in the mouth.","This balanced Cab represents the region and the vintage well, offering velvety soft tannins and components of herb, cassis and raspberry in a long lingering package.","An attractive pale-pink color and light red-berry aromas introduce this fruity and fresh wine. It is crisp with red fruit flavors that are bright and lively. Acidity and a light texture make this a fine apéritif style of wine.","Drink this fine wine for everyday entertaining.","Aromas of superripe red fruit and charred wood match the soft mocha and red fruit flavors on this Croatian red made from the Teran grape. Finishes a bit sour with mouth-puckering acidity and tannins.","Ripe blackberry, cherry and baking spice.","Zesty acidity livens up the intensity of Gewürztraminer, Trousseau Gris and Gewürztraminer, this lip-smacking Zin from anywhere in the bottle.","true","false","false","false","true","false","false","true","false","true","false","false","false","true","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false"
"38XPGNCKHTTIT5214UUPHVMSHJFV45","3OR5EJIUG3K33NSWARLSMXOF7QA9UC","Classify 10 sentences as human-written or computer-generated","Some of the wine descriptions below were written by humans and others were generated by a computer. Identify each sentence as human or computer generated. If you are not sure for a particular sentence, select I am not sure.","classification,nlp,text,sentences","$0.02","Tue Apr 30 13:16:48 PDT 2019","5","BatchId:3626423;OriginalHitTemplateId:928390912;","3600","172800","Wed May 01 13:16:48 PDT 2019","","","34BBWHLWHB4R2LZF5V6RMIBECQKWIW","A1T5MOBJ4B3OI5","Submitted","Wed May 01 00:45:42 PDT 2019","Wed May 01 01:25:56 PDT 2019","Fri May 03 01:25:56 PDT 2019","","","","2414","0% (0/0)","0% (0/0)","0% (0/0)","Light almost to the point of inconsequence, this floral, citrusy Riesling is off dry in style, with modest apple and citrus flavors. Drink now.","Aromas of honeysuckle and a whiff of passion fruit lead the way. The round, simple palate offers yellow peach, tangerine and a note of bitter almond alongside fresh acidity.","This wine leads with vanilla over characteristic varietal notes. The palate is spritzy, while modest flavors of nectarine and citrus finish light.","Fragrant floral and fruit tones characterize this luminous Chardonnay from northern Italy and give the wine a cheerful aromatic lift and a sense of liveliness. This is a well-made, simple but crisp wine with a nice feeling of density and creaminess in the mouth.","This balanced Cab represents the region and the vintage well, offering velvety soft tannins and components of herb, cassis and raspberry in a long lingering package.","An attractive pale-pink color and light red-berry aromas introduce this fruity and fresh wine. It is crisp with red fruit flavors that are bright and lively. Acidity and a light texture make this a fine apéritif style of wine.","Drink this fine wine for everyday entertaining.","Aromas of superripe red fruit and charred wood match the soft mocha and red fruit flavors on this Croatian red made from the Teran grape. Finishes a bit sour with mouth-puckering acidity and tannins.","Ripe blackberry, cherry and baking spice.","Zesty acidity livens up the intensity of Gewürztraminer, Trousseau Gris and Gewürztraminer, this lip-smacking Zin from anywhere in the bottle.","false","true","false","true","false","false","false","true","false","true","false","false","true","false","false","true","false","false","false","true","false","true","false","false","false","true","false","false","true","false"
"38XPGNCKHTTIT5214UUPHVMSHJFV45","3OR5EJIUG3K33NSWARLSMXOF7QA9UC","Classify 10 sentences as human-written or computer-generated","Some of the wine descriptions below were written by humans and others were generated by a computer. Identify each sentence as human or computer generated. If you are not sure for a particular sentence, select I am not sure.","classification,nlp,text,sentences","$0.02","Tue Apr 30 13:16:48 PDT 2019","5","BatchId:3626423;OriginalHitTemplateId:928390912;","3600","172800","Wed May 01 13:16:48 PDT 2019","","","37UEWGM5HU1BUJMVYUBF7KMB39VR1X","A2KUIFLUNGJS5","Submitted","Wed May 01 01:02:40 PDT 2019","Wed May 01 01:03:08 PDT 2019","Fri May 03 01:03:08 PDT 2019","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","Light almost to the point of inconsequence, this floral, citrusy Riesling is off dry in style, with modest apple and citrus flavors. Drink now.","Aromas of honeysuckle and a whiff of passion fruit lead the way. The round, simple palate offers yellow peach, tangerine and a note of bitter almond alongside fresh acidity.","This wine leads with vanilla over characteristic varietal notes. The palate is spritzy, while modest flavors of nectarine and citrus finish light.","Fragrant floral and fruit tones characterize this luminous Chardonnay from northern Italy and give the wine a cheerful aromatic lift and a sense of liveliness. This is a well-made, simple but crisp wine with a nice feeling of density and creaminess in the mouth.","This balanced Cab represents the region and the vintage well, offering velvety soft tannins and components of herb, cassis and raspberry in a long lingering package.","An attractive pale-pink color and light red-berry aromas introduce this fruity and fresh wine. It is crisp with red fruit flavors that are bright and lively. Acidity and a light texture make this a fine apéritif style of wine.","Drink this fine wine for everyday entertaining.","Aromas of superripe red fruit and charred wood match the soft mocha and red fruit flavors on this Croatian red made from the Teran grape. Finishes a bit sour with mouth-puckering acidity and tannins.","Ripe blackberry, cherry and baking spice.","Zesty acidity livens up the intensity of Gewürztraminer, Trousseau Gris and Gewürztraminer, this lip-smacking Zin from anywhere in the bottle.","true","false","false","false","true","false","false","true","false","false","true","false","false","false","true","false","false","true","false","false","true","true","false","false","false","false","true","true","false","false"
"38XPGNCKHTTIT5214UUPHVMSHJFV45","3OR5EJIUG3K33NSWARLSMXOF7QA9UC","Classify 10 sentences as human-written or computer-generated","Some of the wine descriptions below were written by humans and others were generated by a computer. Identify each sentence as human or computer generated. If you are not sure for a particular sentence, select I am not sure.","classification,nlp,text,sentences","$0.02","Tue Apr 30 13:16:48 PDT 2019","5","BatchId:3626423;OriginalHitTemplateId:928390912;","3600","172800","Wed May 01 13:16:48 PDT 2019","","","386CSBG1O0F6P48SRLYWXQ3NFXPQ67","A3VN4LK08FP9ZV","Submitted","Tue Apr 30 22:48:21 PDT 2019","Tue Apr 30 22:51:11 PDT 2019","Thu May 02 22:51:11 PDT 2019","","","","170","0% (0/0)","0% (0/0)","0% (0/0)","Light almost to the point of inconsequence, this floral, citrusy Riesling is off dry in style, with modest apple and citrus flavors. Drink now.","Aromas of honeysuckle and a whiff of passion fruit lead the way. The round, simple palate offers yellow peach, tangerine and a note of bitter almond alongside fresh acidity.","This wine leads with vanilla over characteristic varietal notes. The palate is spritzy, while modest flavors of nectarine and citrus finish light.","Fragrant floral and fruit tones characterize this luminous Chardonnay from northern Italy and give the wine a cheerful aromatic lift and a sense of liveliness. This is a well-made, simple but crisp wine with a nice feeling of density and creaminess in the mouth.","This balanced Cab represents the region and the vintage well, offering velvety soft tannins and components of herb, cassis and raspberry in a long lingering package.","An attractive pale-pink color and light red-berry aromas introduce this fruity and fresh wine. It is crisp with red fruit flavors that are bright and lively. Acidity and a light texture make this a fine apéritif style of wine.","Drink this fine wine for everyday entertaining.","Aromas of superripe red fruit and charred wood match the soft mocha and red fruit flavors on this Croatian red made from the Teran grape. Finishes a bit sour with mouth-puckering acidity and tannins.","Ripe blackberry, cherry and baking spice.","Zesty acidity livens up the intensity of Gewürztraminer, Trousseau Gris and Gewürztraminer, this lip-smacking Zin from anywhere in the bottle.","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","true","false","false","true","false","false","false","true","false","false","true","false","true","false","false"
"38XPGNCKHTTIT5214UUPHVMSHJFV45","3OR5EJIUG3K33NSWARLSMXOF7QA9UC","Classify 10 sentences as human-written or computer-generated","Some of the wine descriptions below were written by humans and others were generated by a computer. Identify each sentence as human or computer generated. If you are not sure for a particular sentence, select I am not sure.","classification,nlp,text,sentences","$0.02","Tue Apr 30 13:16:48 PDT 2019","5","BatchId:3626423;OriginalHitTemplateId:928390912;","3600","172800","Wed May 01 13:16:48 PDT 2019","","","3RGU30DZTB1RSKP7JBL4PLONR3WMJ8","A19ZOKX8M6VWOO","Submitted","Wed May 01 01:03:19 PDT 2019","Wed May 01 01:04:32 PDT 2019","Fri May 03 01:04:32 PDT 2019","","","","73","0% (0/0)","0% (0/0)","0% (0/0)","Light almost to the point of inconsequence, this floral, citrusy Riesling is off dry in style, with modest apple and citrus flavors. Drink now.","Aromas of honeysuckle and a whiff of passion fruit lead the way. The round, simple palate offers yellow peach, tangerine and a note of bitter almond alongside fresh acidity.","This wine leads with vanilla over characteristic varietal notes. The palate is spritzy, while modest flavors of nectarine and citrus finish light.","Fragrant floral and fruit tones characterize this luminous Chardonnay from northern Italy and give the wine a cheerful aromatic lift and a sense of liveliness. This is a well-made, simple but crisp wine with a nice feeling of density and creaminess in the mouth.","This balanced Cab represents the region and the vintage well, offering velvety soft tannins and components of herb, cassis and raspberry in a long lingering package.","An attractive pale-pink color and light red-berry aromas introduce this fruity and fresh wine. It is crisp with red fruit flavors that are bright and lively. Acidity and a light texture make this a fine apéritif style of wine.","Drink this fine wine for everyday entertaining.","Aromas of superripe red fruit and charred wood match the soft mocha and red fruit flavors on this Croatian red made from the Teran grape. Finishes a bit sour with mouth-puckering acidity and tannins.","Ripe blackberry, cherry and baking spice.","Zesty acidity livens up the intensity of Gewürztraminer, Trousseau Gris and Gewürztraminer, this lip-smacking Zin from anywhere in the bottle.","false","true","false","false","true","false","true","false","false","false","true","false","false","true","false","false","true","false","true","false","false","false","true","false","true","false","false","true","false","false"
"3XDSWAMB22LTJ1JZBA6XU6Z8S4ICQ6","3OR5EJIUG3K33NSWARLSMXOF7QA9UC","Classify 10 sentences as human-written or computer-generated","Some of the wine descriptions below were written by humans and others were generated by a computer. Identify each sentence as human or computer generated. If you are not sure for a particular sentence, select I am not sure.","classification,nlp,text,sentences","$0.02","Tue Apr 30 13:16:48 PDT 2019","5","BatchId:3626423;OriginalHitTemplateId:928390912;","3600","172800","Wed May 01 13:16:48 PDT 2019","","","39U1BHVTDMKKK1D2PNUTVS2QPE33TB","AI5ZZAO6EODTR","Submitted","Wed May 01 00:02:52 PDT 2019","Wed May 01 00:06:55 PDT 2019","Fri May 03 00:06:55 PDT 2019","","","","243","0% (0/0)","0% (0/0)","0% (0/0)","Light and quick on the nose and in this case, richness is only 5% is Petit Verdot.","Rich and oaky, this has apricot, orange, vanilla and buttered toast flavors, with crisp acidity providing balance. It takes the popular Chardonnay style to an upper level in terms of the balance and the fanciness of oak.","A hint of lemon and green melon flavors, it could age 1–2 years.","A lovely Chardonnay to drink tonight, this one, from the winery's fine Carneros vineyard on the Napa side, shows bright, mineral-infused pineapple, lime and spicy clove and pepper flavors. The acidity will balance a rich dish, such as seared scallops in a coconut-curry sauce.","More importantly, it's delicious.","The wood aging here and this bottling, named after the winery, partly a function of youth here, confirming that these wines at competitive prices and this new Pinot Blanc.","This is an elegant wine that's finely balanced with acidity and a chalky, steely texture. The wine is delicate, fresh and very perfumed. The acidity on the finish lends a highly-strung, tense aftertaste.","Like most Tapestry offerings, this wine shows plenty of cedary and cinnamon-like oak, but the soft plum and blackberry fruit serve to provide balance. It's full and creamy-textured in the mouth, then finishes with some warmth and a burst of tart acidity for balance. Drink now-2017.","Underbrush, spiced plum, vanilla and French oak are some of the aromas you'll find on this full-bodied red. The dense palate offers dried black cherry, toast, coconut, licorice and oak-driven spice alongside round tannins. A walnut note closes the finish. Drink soon.","Produced just north of Sancerre, this wine shares many of the fresh, lightly herbal characters of those wines, just on a smaller, softer scale. Fruity with lemon zest and crisp acidity, it is ready to drink now, though will be better from late 2016.","false","true","false","true","false","false","true","false","false","false","true","false","false","false","true","false","true","false","true","false","false","true","false","false","true","false","false","false","true","false"
"3XDSWAMB22LTJ1JZBA6XU6Z8S4ICQ6","3OR5EJIUG3K33NSWARLSMXOF7QA9UC","Classify 10 sentences as human-written or computer-generated","Some of the wine descriptions below were written by humans and others were generated by a computer. Identify each sentence as human or computer generated. If you are not sure for a particular sentence, select I am not sure.","classification,nlp,text,sentences","$0.02","Tue Apr 30 13:16:48 PDT 2019","5","BatchId:3626423;OriginalHitTemplateId:928390912;","3600","172800","Wed May 01 13:16:48 PDT 2019","","","3A7Y0R2P2PH2MWOBXIND024LY7GJXP","A2KUIFLUNGJS5","Submitted","Wed May 01 01:04:16 PDT 2019","Wed May 01 01:04:35 PDT 2019","Fri May 03 01:04:35 PDT 2019","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","Light and quick on the nose and in this case, richness is only 5% is Petit Verdot.","Rich and oaky, this has apricot, orange, vanilla and buttered toast flavors, with crisp acidity providing balance. It takes the popular Chardonnay style to an upper level in terms of the balance and the fanciness of oak.","A hint of lemon and green melon flavors, it could age 1–2 years.","A lovely Chardonnay to drink tonight, this one, from the winery's fine Carneros vineyard on the Napa side, shows bright, mineral-infused pineapple, lime and spicy clove and pepper flavors. The acidity will balance a rich dish, such as seared scallops in a coconut-curry sauce.","More importantly, it's delicious.","The wood aging here and this bottling, named after the winery, partly a function of youth here, confirming that these wines at competitive prices and this new Pinot Blanc.","This is an elegant wine that's finely balanced with acidity and a chalky, steely texture. The wine is delicate, fresh and very perfumed. The acidity on the finish lends a highly-strung, tense aftertaste.","Like most Tapestry offerings, this wine shows plenty of cedary and cinnamon-like oak, but the soft plum and blackberry fruit serve to provide balance. It's full and creamy-textured in the mouth, then finishes with some warmth and a burst of tart acidity for balance. Drink now-2017.","Underbrush, spiced plum, vanilla and French oak are some of the aromas you'll find on this full-bodied red. The dense palate offers dried black cherry, toast, coconut, licorice and oak-driven spice alongside round tannins. A walnut note closes the finish. Drink soon.","Produced just north of Sancerre, this wine shares many of the fresh, lightly herbal characters of those wines, just on a smaller, softer scale. Fruity with lemon zest and crisp acidity, it is ready to drink now, though will be better from late 2016.","false","true","false","true","false","false","false","true","false","false","true","false","false","true","false","true","false","false","true","false","false","false","true","false","true","false","false","false","true","false"
"3XDSWAMB22LTJ1JZBA6XU6Z8S4ICQ6","3OR5EJIUG3K33NSWARLSMXOF7QA9UC","Classify 10 sentences as human-written or computer-generated","Some of the wine descriptions below were written by humans and others were generated by a computer. Identify each sentence as human or computer generated. If you are not sure for a particular sentence, select I am not sure.","classification,nlp,text,sentences","$0.02","Tue Apr 30 13:16:48 PDT 2019","5","BatchId:3626423;OriginalHitTemplateId:928390912;","3600","172800","Wed May 01 13:16:48 PDT 2019","","","3JW0YLFXRU993GJKUCA6N9KMR1AWWV","A19OIKS5TWXCGS","Submitted","Tue Apr 30 23:23:06 PDT 2019","Tue Apr 30 23:28:05 PDT 2019","Thu May 02 23:28:05 PDT 2019","","","","299","0% (0/0)","0% (0/0)","0% (0/0)","Light and quick on the nose and in this case, richness is only 5% is Petit Verdot.","Rich and oaky, this has apricot, orange, vanilla and buttered toast flavors, with crisp acidity providing balance. It takes the popular Chardonnay style to an upper level in terms of the balance and the fanciness of oak.","A hint of lemon and green melon flavors, it could age 1–2 years.","A lovely Chardonnay to drink tonight, this one, from the winery's fine Carneros vineyard on the Napa side, shows bright, mineral-infused pineapple, lime and spicy clove and pepper flavors. The acidity will balance a rich dish, such as seared scallops in a coconut-curry sauce.","More importantly, it's delicious.","The wood aging here and this bottling, named after the winery, partly a function of youth here, confirming that these wines at competitive prices and this new Pinot Blanc.","This is an elegant wine that's finely balanced with acidity and a chalky, steely texture. The wine is delicate, fresh and very perfumed. The acidity on the finish lends a highly-strung, tense aftertaste.","Like most Tapestry offerings, this wine shows plenty of cedary and cinnamon-like oak, but the soft plum and blackberry fruit serve to provide balance. It's full and creamy-textured in the mouth, then finishes with some warmth and a burst of tart acidity for balance. Drink now-2017.","Underbrush, spiced plum, vanilla and French oak are some of the aromas you'll find on this full-bodied red. The dense palate offers dried black cherry, toast, coconut, licorice and oak-driven spice alongside round tannins. A walnut note closes the finish. Drink soon.","Produced just north of Sancerre, this wine shares many of the fresh, lightly herbal characters of those wines, just on a smaller, softer scale. Fruity with lemon zest and crisp acidity, it is ready to drink now, though will be better from late 2016.","false","true","false","false","true","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false"
"3XDSWAMB22LTJ1JZBA6XU6Z8S4ICQ6","3OR5EJIUG3K33NSWARLSMXOF7QA9UC","Classify 10 sentences as human-written or computer-generated","Some of the wine descriptions below were written by humans and others were generated by a computer. Identify each sentence as human or computer generated. If you are not sure for a particular sentence, select I am not sure.","classification,nlp,text,sentences","$0.02","Tue Apr 30 13:16:48 PDT 2019","5","BatchId:3626423;OriginalHitTemplateId:928390912;","3600","172800","Wed May 01 13:16:48 PDT 2019","","","3OSWBBLG1FQPJAOJNM12X498TNIDX4","A19ZOKX8M6VWOO","Submitted","Wed May 01 00:40:24 PDT 2019","Wed May 01 00:41:15 PDT 2019","Fri May 03 00:41:15 PDT 2019","","","","51","0% (0/0)","0% (0/0)","0% (0/0)","Light and quick on the nose and in this case, richness is only 5% is Petit Verdot.","Rich and oaky, this has apricot, orange, vanilla and buttered toast flavors, with crisp acidity providing balance. It takes the popular Chardonnay style to an upper level in terms of the balance and the fanciness of oak.","A hint of lemon and green melon flavors, it could age 1–2 years.","A lovely Chardonnay to drink tonight, this one, from the winery's fine Carneros vineyard on the Napa side, shows bright, mineral-infused pineapple, lime and spicy clove and pepper flavors. The acidity will balance a rich dish, such as seared scallops in a coconut-curry sauce.","More importantly, it's delicious.","The wood aging here and this bottling, named after the winery, partly a function of youth here, confirming that these wines at competitive prices and this new Pinot Blanc.","This is an elegant wine that's finely balanced with acidity and a chalky, steely texture. The wine is delicate, fresh and very perfumed. The acidity on the finish lends a highly-strung, tense aftertaste.","Like most Tapestry offerings, this wine shows plenty of cedary and cinnamon-like oak, but the soft plum and blackberry fruit serve to provide balance. It's full and creamy-textured in the mouth, then finishes with some warmth and a burst of tart acidity for balance. Drink now-2017.","Underbrush, spiced plum, vanilla and French oak are some of the aromas you'll find on this full-bodied red. The dense palate offers dried black cherry, toast, coconut, licorice and oak-driven spice alongside round tannins. A walnut note closes the finish. Drink soon.","Produced just north of Sancerre, this wine shares many of the fresh, lightly herbal characters of those wines, just on a smaller, softer scale. Fruity with lemon zest and crisp acidity, it is ready to drink now, though will be better from late 2016.","false","true","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","false","true","false","false","true","false","false","true","false","true","false","false"
"3XDSWAMB22LTJ1JZBA6XU6Z8S4ICQ6","3OR5EJIUG3K33NSWARLSMXOF7QA9UC","Classify 10 sentences as human-written or computer-generated","Some of the wine descriptions below were written by humans and others were generated by a computer. Identify each sentence as human or computer generated. If you are not sure for a particular sentence, select I am not sure.","classification,nlp,text,sentences","$0.02","Tue Apr 30 13:16:48 PDT 2019","5","BatchId:3626423;OriginalHitTemplateId:928390912;","3600","172800","Wed May 01 13:16:48 PDT 2019","","","3RXPCZQMQQ4K5TDHIJH38G8410G1G7","A191V8LNTTLHSA","Submitted","Tue Apr 30 23:54:25 PDT 2019","Tue Apr 30 23:54:54 PDT 2019","Thu May 02 23:54:54 PDT 2019","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","Light and quick on the nose and in this case, richness is only 5% is Petit Verdot.","Rich and oaky, this has apricot, orange, vanilla and buttered toast flavors, with crisp acidity providing balance. It takes the popular Chardonnay style to an upper level in terms of the balance and the fanciness of oak.","A hint of lemon and green melon flavors, it could age 1–2 years.","A lovely Chardonnay to drink tonight, this one, from the winery's fine Carneros vineyard on the Napa side, shows bright, mineral-infused pineapple, lime and spicy clove and pepper flavors. The acidity will balance a rich dish, such as seared scallops in a coconut-curry sauce.","More importantly, it's delicious.","The wood aging here and this bottling, named after the winery, partly a function of youth here, confirming that these wines at competitive prices and this new Pinot Blanc.","This is an elegant wine that's finely balanced with acidity and a chalky, steely texture. The wine is delicate, fresh and very perfumed. The acidity on the finish lends a highly-strung, tense aftertaste.","Like most Tapestry offerings, this wine shows plenty of cedary and cinnamon-like oak, but the soft plum and blackberry fruit serve to provide balance. It's full and creamy-textured in the mouth, then finishes with some warmth and a burst of tart acidity for balance. Drink now-2017.","Underbrush, spiced plum, vanilla and French oak are some of the aromas you'll find on this full-bodied red. The dense palate offers dried black cherry, toast, coconut, licorice and oak-driven spice alongside round tannins. A walnut note closes the finish. Drink soon.","Produced just north of Sancerre, this wine shares many of the fresh, lightly herbal characters of those wines, just on a smaller, softer scale. Fruity with lemon zest and crisp acidity, it is ready to drink now, though will be better from late 2016.","false","true","false","false","true","false","true","false","false","true","false","false","true","false","false","false","true","false","false","true","false","true","false","false","true","false","false","true","false","false"
